"9189","043","Hasse, Johann Adolf","Hasse","none",,,,"mainly Dresden- & Venice-based","22","1699","1783","German","Pre-Classical [Neopolitan school]","1600s","84","Johann Adolf","Hasse",
"9190","044","Legrenzi, Giovanni","Legrenzi","none",,,,"from c1670 Venice-based","23","1626","1690","Italian","Middle Italian Baroque","1600s","64","Giovanni","Legrenzi",
"9191","045","Lotti, Antonio","Lotti","none",,," Pre-Classical","Venice-based after c1683","26","1667","1740","Italian","Late Italian Baroque","1600s","73","Antonio","Lotti",
"9192","046","Lully, Jean-Baptiste","Lully","[not used]",,,,"Florence-based to 1646, Paris-based thereafter","13","1632","1687","Italian-French","Middle French Baroque","1600s","55","Jean-Baptiste","Lully",
"9193","047","111. Pachelbel, Johann","Pachebel","[not used]",,,,,"16","1653","1706","German","Middle German Baroque","1600s","53","Johann","Pachelbel","111"
"9194","048","80. Palestrina, Giovanni Pierluigi da","Palestrina","[not used]",,,,"Rome-based","15","1525/6","1594","Italian","Late Italian Renaissance","1500s","69","Giovanni Pierluigi da","Palestrina","80"
"9195","049","89. Schütz, Heinrich","Schütz","[not used]",,,,"intermittently Dresden-based from 1615","12","1585","1672","German","Early German Baroque","1500s","87","Heinrich","Schütz","89 ü"
"9196","050","65. Scarlatti, Domenico","D Scarlatti","002---0000---0010---030---01---220",,,,"Naples-, Rome- & Venice-based to c1719, thereafter in Portugal & Spain","18","1685","1757","Italian-Spanish","Pre-Classical","1600s","72","Domenico","Scarlatti","65"
"9197","051","Sweelinck, Jan Pieterszoon","Sweelinck","[not used]",,,,"Amsterdam-based","16","1562","1621","Dutch","Late Dutch Renaissance","1500s","59","Jan Pieterszoon","Sweelinck",
"9198","052","35. Telemann, Georg Philipp","Telemann","122---1223---2222---022---02---220",,,,"Hamburg-based from 1721","26","1681","1767","German","Late German Baroque [with eclectic German, French & Italian elements]","1600s","86","Georg Philipp","Telemann","35"
"9199","053","Zelenka, Jan [Johann] Dismas","Zelenka","none",,,,"mainly Dresden-based from 1710","11","1679","1745","Bohemian","Late German Baroque","1600s","66","Jan [Johann] Dismas","Zelenka",
"9200","054","2. Mozart, Wolfgang Amadeus","Mozart","333---3333---3333---322---23---330",,,,"mainly Vienna-based, with significant stays in Salzburg, Milan, Paris, Munich & Prague","12","1756","1791","Austrian","Classical [Viennese Classical]","1700s","35","Wolfgang Amadeus","Mozart","2"
"9201","055","Biber, Heinrich I. F. von","Biber","none",,,,"Salzburg-based from c1670","16","1644","1704","Bohemian","Middle Austrian Baroque","1600s","60","Heinrich I. F. von","Biber",
"9202","056","Muffat, Georg","Muffat","none",,,,"born in France & worked/studied in Paris, Molsheim, Ingolstadt, Salzburg, Rome & Passau","16","1653","1704","German","Middle Austrian Baroque","1600s","51","Georg","Muffat",
"9203","057","Fux, Johann Joseph","Fux","none",,,,"Vienna-based from c1695","8","c1660","1741","Austrian","Late Austrian Baroque","1600s","81","Johann Joseph","Fux",
"9204","058","Weiss, Silvius [Sylvius] Leopold","Weiss","none",,,,"mainly Dresden-based from 1717","9","1687","1750","German","Late German Baroque","1600s","63","Silvius [Sylvius] Leopold","Weiss",
"9205","059","Scheidt, Samuel","Scheidt","none",,,,"Halle-based","18","1587","1654","German","Early German Baroque","1500s","67","Samuel","Scheidt",
"9206","060","Leclair, Jean-Marie","Leclair","none",,,,"mainly Paris-based from 1723","18","1697","1764","French","Late French Baroque with eclectic French & Italian elements","1600s","67","Jean-Marie","Leclair",
"9207","061","Harbison, John","Harbison","none",,,,"Boston area-based from 1969","16","1938",,"American","Neoclassical [Neoromantic]","1900s","-1","John","Harbison",
"9208","062","Harris, Roy","Harris","none",,,,,"17","1898","1979","American","American Nationalist","1800s","81","Roy","Harris",
"9209","063","Hartmann, Karl Amadeus","KA Hartmann","none",,,,"Munich-based","10","1905","1963","German","Expressionist","1900s","58","Karl Amadeus","Hartmann",
"9210","064","44. Hindemith, Paul","Hindemith","222---2222---2222---223---22---22x",,,,"U.S. & Switzerland-based from 1940","13","1895","1963","German","German Neoclassical","1800s","68","Paul","Hindemith","44"
"9211","065","Honegger, Arthur","Honegger","222---2222---1212---212---22---12x",,,,"mainly Paris-based","15","1892","1955","Swiss-French","Neoromantic [French Neoclassical]","1800s","63","Arthur","Honegger",
"9212","066","43. Ives, Charles","Ives","202---0001---2222---220---00---230",,,,"mainly Connecticut- & New York-based","8","1874","1954","American","American Nationalist [with eclectic post-Brahmsian Romantic, Impressionist & Experimentalist element","1800s","80","Charles","Ives","43"
"9213","067","Kagel, Mauricio","Kagel","none",,,,"Cologne, Germany-based from 1957","9","1931","2008","Argentinian","European Avant-garde [Experimentalist]","1900s","77","Mauricio","Kagel",
"9214","068","Karg-Elert, Sigfrid","Karg-Elert","none",,,,"Leipzig-based from c1883","6","1877","1933","German","Impressionist","1800s","56","Sigfrid","Karg-Elert","-"
"9215","069","74. Kodály, Zoltán","Kodaly","122---0002---0222---222---12---220",,,,"mainly Budapest-based from 1900","11","1882","1967","Hungarian","Hungarian Nationalist","1800s","85","Zoltán","Kodály","74 á"
"9216","070","Koechlin, Charles","Koechlin","none",,,,"mainly Paris-based","30","1867","1950","French","Impressionist [French Neoclassical]","1800s","83","Charles","Koechlin",
"9217","071","Kokkonen, Joonas","Kokkonen","none",,,,"mainly Helsinki-based","34","1921","1996","Finnish","Neoromantic","1900s","75","Joonas","Kokkonen",
"9218","072","Kraft, William","Kraft","none",,,,"Los Angeles-based from 1955","31","1923",,"American","Expressionist","1900s","-1","William","Kraft",
"9219","073","Krebs, Johann Ludwig","Krebs","none",,,,"Leipzig- & South Germany-based","7","1713","1780","German","Late German Baroque","1700s","67","Johann Ludwig","Krebs",
"9220","074","Kurtág, György","Kurtag","none",,,,,"19","1926",,"Romanian-Hungarian","Experimentalist","1900s","-1","György","Kurtág","á"
"9221","075","Leighton, Kenneth","Leighton","none",,,,"Edinburgh-based from 1970","14","1929","1988","British","Neoclassical [Serial]","1900s","59","Kenneth","Leighton",
"9222","076","95. Ligeti, György Sándor","Ligeti","002---1212---2222---222---02---22x",,,,,"19","1923","2006","Hungarian-Austrian","European Avant-garde [texture music, Minimalist after c1975]","1900s","83","György Sándor","Ligeti","95"
"9223","077","12. Liszt, Franz","Liszt","203---3000---2112---330---01---220",,,,"had strong connections with Paris, Rome, Weimar, Budapest & Bayreuth","19","1811","1886","Hungarian-French-German","Middle German Romantic [Paris virtuoso school to c1850, New German school thereafter]","1800s","75","Franz","Liszt","12"
"9224","078","Loewe, [Johann] C[K]arl","Loewe","none",,,,"Stettin (Szczecin)-based 1820-65","9","1796","1869","German","Early German Romantic [Biedermeier]","1700s","73","[Johann] C[K]arl","Loewe",
"9225","079","Lutoslawski, Witold","Lutoslawski","222---2202---2212---201---00---020",,,,"mainly Warsaw-based","18","1913","1994","Polish","Neoclassical [Neoromantic] to c1955, European Avant-garde [texture music] thereafter","1900s","81","Witold","Lutoslawski",
"9226","080","19. Mahler, Gustav","Mahler","302---0000---0200---000---00---030",,,,"successively based in Budapest (1888-91), Hamburg (1891-7), Vienna (1897-1907) & New York (1908-11)","31","1860","1911","Austrian","Late [post-Wagnerian] German Romantic","1800s","51","Gustav","Mahler","19"
"9227","081","Martin, Frank","Martin","122---2222---2122---212---22---22x",,,,"Netherlands-based from 1946","18","1890","1974","Swiss","French Neoclassical [Serial]","1800s","84","Frank","Martin",
"9228","082","93. Martinu, Bohuslav","Martinu","222---2222---2222---220---22---220",,,,"U.S.-based 1941-53","7","1890","1959","Bohemian","French Neoclassical [Czech Nationalist]","1800s","69","Bohuslav","Martinu","93"
"9229","083","Mendelssohn-Hensel, Fanny","Mendelssohn-Hensel","001---0000---0120---210---00---120",,,,"Berlin-based","12","1805","1847","German","Early German Romantic","1800s","42","Fanny","Mendelssohn-Hensel","-"
"9230","084","Nancarrow, Conlon","Nancarrow","none",,,,"Mexico City-based from 1940","8","1912","1997","American-Mexican","Experimentalist [American Vernacularist]","1900s","85","Conlon","Nancarrow",
"9231","085","84. Nielsen, Carl","Nielsen","322---0230---2212---221---02---220",,,,"mainly Copenhagen-based from 1884","15","1865","1931","Danish","Late [post-Brahmsian] Romantic [Danish Nationalist] to c1913, with increasing Neoclassical elements ","1800s","66","Carl","Nielsen","84"
"9232","086","103. Orff, Carl","Orff","011---1001---0000---000---02---130",,,"Exoticist [Neomedieval]","Munich-based","14","1895","1982","German","Neoclassical","1800s","87","Carl","Orff","103"
"9233","087","Pärt, Arvo","Pärt","202---1212---2202---221---00---22x",,,,"Berlin-based from 1982","4","1935",,"Estonian","European Avant-garde to c1975, Minimalist thereafter","1900s","-1","Arvo","Pärt","ä"
"9234","088","Penderecki, Krzysztof","Penderecki","222---0222---0212---002---01---22x",,,,,"17","1933",,"Polish","at first European Avant-garde [texture music], since the mid-1970s Neoromantic","1900s","-1","Krzysztof","Penderecki",
"9235","089","98. Piazzolla, Astor","Piazzolla","012---0022---2222---203---111---020",,,,,"17","1921","1992","Argentinian","Argentinian Vernacularist","1900s","71","Astor","Piazzolla","98"
"9236","090","82. Reger, Max","Reger","002---2210---2222---232---00---220",,,,,"38","1873","1916","German","Late German Romantic [Neoclassical]","1800s","43","Max","Reger","82"
"9237","091","Reich, Steve","Reich","012---0012---2212---002---01---12x",,,,"mainly New York-based","17","1936",,"American","Minimalist","1900s","-1","Steve","Reich",
"9238","092","Reicha, Anton [Antonin, Antoine]","Reicha","none",,,,"Paris-based from 1808","22","1770","1836","Bohemian-French","Post-Classical","1700s","66","Anton [Antonin","Reicha",
"9239","093","Rheinberger, Josef Gabriel","Rheinberger","none",,,,"Munich-based from 1851","30","1839","1901","Liechtensteinian-German","Middle German Romantic [Neoclassical]","1800s","62","Josef Gabriel","Rheinberger",
"9240","094","Méhul, Étienne-Nicolas","Mehul","none",,,,"Paris-based from c1778","28","1763","1817","French","Post-Classical","1700s","54","Étienne-Nicolas","Méhul","é"
"9241","095","23. Rossini, Gioachino","Rossini","031---0021---2202---201---03---220",,,,,"13","1792","1868","Italian","Post-Classical [bel canto]","1700s","76","Gioachino","Rossini","23"
"9242","096","Rutter, John","Rutter","001---0002---0001---010---00---330",,,,"Cambridge U.K.-based","7","1945",,"British","English Vernacularist","1900s","-1","John","Rutter",
"9243","097","41. Saint-Saëns, [Charles-]Camille","Saint-Saens","222---2321---1222---222---12---220",,,,"mainly Paris-based","21","1835","1921","French","Late French Romantic [Neoclassical]","1800s","86","[Charles-]Camille","Saint-Saëns","41 -ë"
"9244","098","Schickele, [Johann] Peter","Schickele","none",,,,"New York-based","8","1935",,"American","American Vernacular","1900s","-1","[Johann] Peter","Schickele",
"9245","099","Schnittke [Shnitke], Alfred","Schnittke","222---2202---2222---212---22---220",,,,"mainly Moscow-based from 1948","11","1934","1998","Russian","highly varied, at times employing Neoclassical, Neoromantic, Serial & Expressionist approaches","1900s","64","Alfred","Schnittke [Shnitke]",
"9246","100","34. Schoenberg, Arnold","Schoenberg","202---2202---2222---210---02---230",,,,"mainly Vienna-based to 1933, U.S.-based thereafter, mainly in Los Angeles","20","1874","1951","Austrian-American","Late German Romantic to 1909, German Expressionist 1909-1922, Serial [Second Viennese school] therea","1800s","77","Arnold","Schoenberg","34"
"9247","101","Schumann, Clara Wieck","Schumann C","000---2000---0022---200---00---020",,,,"Leipzig-based to 1856, thereafter mainly Berlin-based","15","1819","1896","German","Early German Romantic","1800s","77","Clara Wieck","Schumann",
"9248","102","13. Schumann, Robert","Schumann R","322---3302---2223---310---01---230",,,,"in later years lived in Leipzig, Dresden & Dusseldorf","13","1810","1856","German","Early German Romantic","1800s","46","Robert","Schumann","13"
"9249","103","Shchedrin, Rodion","Shchedrin","none",,,,"Moscow-based","9","1932",,"Russian","Neoromantic [Socialist Realist]","1900s","-1","Rodion","Shchedrin",
"9250","104","27. Shostakovich, Dmitry","Shostakovich","322---2302---2322---200---22---020",,,,"mainly St. Petersburg- & Moscow-based","16","1906","1975","Russian","Neoromantic [Socialist Realist, Expressionist before 1934]","1900s","69","Dmitry","Shostakovich","27"
"9251","105","Stanford, Charles Villiers","Stanford","222---2220---2122---220---01---220",,,,"Dublin-based to 1870, Cambridge- & then London-based thereafter","17","1852","1924","Irish","Late [post-Brahmsian] Romantic","1800s","72","Charles Villiers","Stanford",
"9252","106","16. Stravinsky, Igor","Stravinsky","232---2222---2222---202---32---220",,,,"Paris-based 1911-39, U.S.-based thereafter","15","1882","1971","Russian-French-American","Russian Nationalist [Impressionist] to 1924, French Neoclassical 1924-1951, Post-Webernian Serial th","1800s","89","Igor","Stravinsky","16"
"9253","107","Tailleferre, Germaine","Tailleferre","none",,,,"mainly Paris-based","29","1892","1983","French","French Neoclassical","1800s","91","Germaine","Tailleferre",
"9254","108","Tan Dun","Tan Dun","none",,,,"mainly U.S.-based from 1986","5","1957",,"Chinese-American","Experimentalist","1900s","-1",,,
"9255","109","Taneyev, Sergey","Taneyev","none",,,,"Moscow-based from c1866","9","1856","1915","Russian","Late [post-Brahmsian] Russian Romantic","1800s","59","Sergey","Taneyev",
"9256","110","Tárrega [y Eixea], Francisco","Tarrega","none",,,,"Barcelona-based from 1885","7","1852","1909","Spanish","Late Romantic [Spanish Nationalist]","1800s","57","Francisco","Tárrega [y Eixea]","á"
"9257","111","Tournemire, Charles","Tournemire","none",,,,"Paris-based during most of adult life","19","1870","1939","French","Late French Romantic [French organ school]","1800s","69","Charles","Tournemire",
"9258","112","39. Vaughan Williams, Ralph","Vaughan Williams","323---2322---2202---120---22---220",,,,"mainly London-based","11","1872","1958","British","English Nationalist","1800s","86","Ralph","Vaughan Williams","39"
"9259","113","Vierne, Louis","Vierne","none",,,,"mainly Paris-based","10","1870","1937","French","Late [post-Wagnerian] French Romantic [French organ school]","1800s","67","Louis","Vierne",
"9260","114","Vieuxtemps, Henri","Vieuxtemps","none",,,,"travelled widely","4","1820","1881","Belgian","Middle French Romantic","1800s","61","Henri","Vieuxtemps",
"9261","115","67. Villa-Lobos, Heitor","Villa-lobos","222---2222---2222---203---22---220",,,,"mainly Rio de Janeiro-based (Paris-based 1923-30)","21","1887","1959","Brazilian","Brazilian Nationalist","1800s","72","Heitor","Villa-Lobos","67 -"
"9262","116","85. Walton, William","Walton","232---0300---0202---112---22---220",,,,"from 1956 Italy-based","19","1902","1983","British","Neoromantic [Neoclassical]","1900s","81","William","Walton","85"
"9263","117","5. Webern, Anton [von]","Webern","202---0000---2222---200---00---220",,,,"mainly Vienna-based","10","1883","1945","Austrian","German Expressionist to 1924, Serial [Second Viennese school] thereafter","1800s","62","Anton [von]","Webern","5"
"9264","118","Widor, Charles-Marie","Widor","101---2110---1112---230---11---220",,,,"Paris-based from 1870","10","1844","1937","French","Late French Romantic [French organ school]","1800s","93","Charles-Marie","Widor",
"9265","119","6. Wagner, Richard","Wagner","132---0100---0002---200---03---120",,,,,"23","1813","1883","German","Middle German Romantic [New German school, German Nationalist]","1800s","70","Richard","Wagner","6"
"9266","120","Wolpe, Stefan","Wolpe","none",,,,"U.S.-based from 1938","42","1902","1972","German-American","Serial [Expressionist]","1900s","70","Stefan","Wolpe",
"9267","121","Toch, Ernst","Toch","none",,,"Expressionist","U.S.-based from 1935","26","1887","1964","Austrian-American","at first Late German Romantic, then mainly German Neoclassical","1800s","77","Ernst","Toch",
"9268","122","Schuman, William","Schuman","212---1210---1211---101---21---220",,,,"New York-based","16","1910","1992","American","Neoromantic [Neoclassical]","1900s","82","William","Schuman",
"9269","123","Rubbra, [Charles] Edmund","Rubbra","none",,,,,"29","1901","1986","British","none","1900s","85","[Charles] Edmund","Rubbra",
"9270","124","Ruggles, Carl","Ruggles","none",,,,,"9","1876","1971","American","Experimentalist [Expressionist]","1800s","95","Carl","Ruggles",
"9271","125","Badings, Henk","Badings","none",,,,,"1","1907","1987","Dutch","Neoclassical","1900s","80","Henk","Badings",
"9272","126","20. Ravel, Maurice","Ravel","033---3200---2223---300---32---020",,,,"mainly Paris-based","23","1875","1937","French","Impressionist [Neoclassical]","1800s","62","Maurice","Ravel","20"
"9273","127","Cherubini, Luigi","Cherubini","222---0010---2200---110---13---220",,,,"Paris-based from 1786","20","1760","1842","Italian-French","Post-Classical","1700s","82","Luigi","Cherubini",
"9274","128","Dussek, Jan Ladislav","Dussek","none",,,,"travelled widely in Europe","19","1760","1812","Bohemian","Classical to c1792, Post-Classical thereafter [London piano school]","1700s","52","Jan Ladislav","Dussek",
"9275","129","9. Haydn, [Franz] Joseph","J Hadyn","322---2332---2332---330---02---330",,,,"intermittently & after 1795 Vienna-based","8","1732","1809","Austrian","Classical [Viennese Classical]","1700s","77","[Franz] Joseph","Haydn","9"
"9276","130","68. Gluck, Christoph W.R. von","Gluck","000---0000---0100---000---23---110",,,,"mainly Vienna-based from 1748","13","1714","1787","German","Pre-Classical","1700s","73","Christoph W.R. von","Gluck","68"
"9277","131","Viotti, Giovanni Battista","Viotti","none",,,,"mainly Paris- & London-based from 1782","13","1755","1824","Italian","Post-Classical [Paris virtuoso school]","1700s","69","Giovanni Battista","Viotti",
"9278","132","Salieri, Antonio","Salieri","none",,,,"mainly Vienna-based from c1781","16","1750","1825","Italian","Classical","1700s","75","Antonio","Salieri",
"9279","133","96. Scarlatti, Alessandro","Scarlatti A","000---0012---2110---010---02---230",,,,"Rome- & Naples-based from 1672","28","1660","1725","Italian","Late Italian Baroque [Neapolitan school]","1600s","65","Alessandro","Scarlatti","96"
"9280","134","Vinci, Leonardo","Vinci","none",,,,,"0","1690","1730","Italian","none","1600s","40","Leonardo","Vinci",
"9281","135","11. Fortner, Wolfgang","Fortner","none",,,,,"0","1907","1987","German","none","1900s","80","Wolfgang","Fortner","11"
"9282","136","11. Tchaikovsky, Pyotr Il'yich","Tchaikovsky","333---3300---2222---200---33---220",,,,"mainly St. Petersburg- & Moscow-based from 1850","16","1840","1893","Russian","Late Russian Romantic [Neoclassical]","1800s","53","Pyotr Il'yich","Tchaikovsky","11"
"9283","137","Schmelzer, Johann Heinrich","Schmelzer","none",,,,"Vienna-based from c1635","7","c1620/23","1680","Austrian","Middle Austrian Baroque","1600s","60","Johann Heinrich","Schmelzer",
"9284","138","Blow, John","Blow","none",,,,"London-based from 1668","13","1649","1708","British","Middle English Baroque","1600s","59","John","Blow",
"9285","139","Sanz, Gaspar","Sanz","none",,,,"studied & worked in Italy for some years","5","1640","1710","Spanish","Middle Spanish Baroque","1600s","70","Gaspar","Sanz",
"9286","140","69. Paganini, Nicolò","Paganini","000---0301---0122---003---00---010",,,,,"9","1782","1840","Italian","Post-Classical [Paris virtuoso school]","1700s","58","Nicolò","Paganini","69"
"9287","141","Locatelli, Pietro Antonio","Locatelli","none",,,,"Amsterdam-based from 1729","15","1695","1764","Italian","Late Italian Baroque","1600s","69","Pietro Antonio","Locatelli",
"9288","142","40. Purcell, Henry","Purcell","032---0010---2220---020---03---330",,,,"London-based from c1667","18","1659?","1695","British","Middle English Baroque","1600s","36","Henry","Purcell","40"
"9289","143","Cavalli, Pietro Pier Francesco","Cavalli","none",,,,"Venice-based","13","1602","1676","Italian","Early Italian Baroque [Venetian school]","1600s","74","Pietro Pier Francesco","Cavalli",
"9290","144","Gabrieli, Giovanni","Gabrieli","[not used]",,,,"Venice-based","16","c1555","1612","Italian","Late Italian Renaissance [Venetian school]","1500s","57","Giovanni","Gabrieli",
"9291","145","53. Monteverdi, Claudio","Monteverdi","[not used]",,,,"Venice-based from 1613","21","1567","1643","Italian","Early Italian Baroque","1500s","76","Claudio","Monteverdi","53"
"9292","146","Gombert, Nicolas","Gombert","none",,,,,"29","c1495","1560","Flemish","Middle Franco-Flemish Renaissance","1400s","65","Nicolas","Gombert",
"9293","147","78. Josquin, Desprez [des Prez]","Josquin","[not used]",,,,"France- & Italy-based","16","c1450","1521","French","Middle Franco-Flemish Renaissance","1400s","71","Desprez [des Prez]","Josquin","78"
